age,marital,default,housing,loan,day,month,campaign,pdays,previous,job_indexed,education_indexed,balance_normalized,duration_normalized,term_deposit
36,0,1,1,1,23,5,1,-1,0,1,1,0.357568807,0.479427549,0
47,2,0,1,0,23,5,1,-1,0,2,0,0.265825688,0.139534884,0
32,2,0,1,0,23,5,2,-1,0,0,2,0.451834862,0.205724508,0
32,2,0,1,0,23,5,3,-1,0,2,0,1,0.177101968,0
50,2,0,0,0,23,5,1,-1,0,2,1,0.414449541,0.309481216,0
41,1,0,0,0,23,5,1,-1,0,1,1,0.36146789,0.169946333,0
29,2,0,1,0,23,5,2,-1,0,9,0,0.546559633,0.025044723,0
24,1,0,1,0,23,5,1,-1,0,3,1,0.619495413,0.411449016,0
56,2,0,1,0,23,5,1,-1,0,0,2,0.414220183,0.783542039,0
55,2,0,1,0,23,5,1,-1,0,0,3,0.33440367,0.062611807,0
32,1,0,0,0,23,5,2,-1,0,1,1,0.392431193,0.198568873,0
32,1,0,1,0,23,5,2,-1,0,2,1,0.635779817,0.828264758,0
56,2,0,1,0,23,5,1,-1,0,5,0,0.448853211,0.450805009,0
32,2,0,0,0,23,5,2,-1,0,6,2,0.356422018,1,0
28,1,0,1,0,23,5,1,-1,0,0,0,0.370642202,0.118067979,0
34,1,0,1,0,23,5,2,-1,0,0,0,0.62293578,0.418604651,0
36,2,0,1,1,23,5,1,-1,0,0,2,0.282798165,1,0
26,1,0,1,0,23,5,1,-1,0,10,1,0.717889908,0.14490161,0
51,0,0,1,1,23,5,1,-1,0,1,0,0.31766055,0.483005367,0
43,0,0,1,0,23,5,1,-1,0,2,0,0.438761468,0.273703041,0
42,1,0,1,0,23,5,1,-1,0,3,0,0.371788991,0.11627907,0
31,1,0,1,0,23,5,1,-1,0,1,1,0.081192661,0.697674419,0
29,1,0,1,0,23,5,1,-1,0,0,0,0.405504587,0.445438283,0
28,1,0,1,0,23,5,1,-1,0,0,0,0.366513761,0.055456172,0
52,0,0,1,1,23,5,1,-1,0,3,0,0.309862385,0.288014311,0
44,0,0,1,0,23,5,1,-1,0,2,3,0.531880734,0.71019678,0
38,2,0,1,0,23,5,1,-1,0,0,0,0.348623853,0.40608229,0
28,2,0,1,0,23,5,1,-1,0,0,2,0.358715596,0.012522361,0
24,2,0,1,1,23,5,1,-1,0,4,0,0.368119266,0.831842576,0
29,2,0,1,1,23,5,1,-1,0,4,0,0.185091743,0.175313059,0
24,1,0,1,0,23,5,1,-1,0,2,0,0.54587156,1,0
32,0,0,1,1,23,5,1,-1,0,2,1,0.357798165,0.143112701,0
27,1,0,1,0,23,5,1,-1,0,0,0,0.511926606,0.293381038,0
41,2,0,1,1,23,5,1,-1,0,2,1,0.183027523,0.259391771,0
42,1,0,1,0,23,5,2,-1,0,1,1,0.454587156,0.044722719,0
25,2,0,1,0,23,5,2,-1,0,0,0,0.369495413,0.135957066,0
36,2,0,1,0,23,5,3,-1,0,3,0,0.725,0.291592129,0
36,0,0,1,0,23,5,2,-1,0,0,0,0.880275229,0.271914132,0
24,2,1,1,0,23,5,1,-1,0,4,0,0.383027523,0.048300537,0
32,1,0,1,1,23,5,2,-1,0,2,1,0.481422018,0.502683363,0
37,1,0,1,0,23,5,2,-1,0,3,0,0.281651376,0.508050089,0
46,1,1,0,0,23,5,2,-1,0,3,3,0.357798165,0.676207513,0
29,1,0,1,1,23,5,1,-1,0,3,0,0.465137615,0.631484794,0
43,2,0,1,0,23,5,2,-1,0,8,2,0.412844037,0.148479428,0
30,2,0,0,1,23,5,3,-1,0,4,0,0.358256881,0.089445438,0
33,0,1,1,0,23,5,4,-1,0,4,0,0.435550459,0.887298748,0
46,1,0,1,0,23,5,6,-1,0,1,0,0.425458716,0.252236136,0
54,2,0,0,0,23,5,2,-1,0,2,0,1,0.248658318,0
36,2,0,1,0,23,5,5,-1,0,2,0,0.612155963,0.218246869,0
40,0,0,1,0,23,5,3,-1,0,1,1,0.284633028,0.105545617,0
34,2,0,1,0,23,5,5,-1,0,2,0,1,0.461538462,0
30,1,0,1,0,23,5,1,-1,0,4,0,0.400688073,0.196779964,0
30,2,0,1,0,23,5,2,-1,0,0,0,0.834862385,0.833631485,0
45,2,0,1,0,23,5,1,-1,0,1,1,0.284633028,0.454382826,0
25,1,0,1,0,23,5,1,-1,0,0,2,0.307110092,0.447227191,0
28,2,0,0,1,23,5,1,-1,0,4,0,0.84266055,0.141323792,0
30,1,0,1,0,23,5,4,-1,0,0,2,1,0.465116279,0
35,0,0,1,0,23,5,3,-1,0,3,0,0.49059633,0.447227191,0
48,2,0,0,0,23,5,1,-1,0,2,0,1,1,0
35,2,0,1,0,23,5,6,-1,0,0,3,0.310779817,0.262969589,0
30,1,0,0,0,23,5,3,-1,0,0,0,0.375917431,0.223613596,0
38,1,0,1,0,23,5,1,-1,0,2,0,0.222247706,0.127012522,0
55,2,0,0,0,23,5,1,-1,0,2,1,0.458715596,0.994633274,0
32,0,1,1,1,23,5,2,-1,0,0,3,0.294954128,0.815742397,0
45,2,0,1,1,23,5,1,-1,0,4,0,0.357798165,0.479427549,0
35,1,0,1,1,23,5,2,-1,0,2,1,0.826376147,0.284436494,0
30,2,0,1,1,23,5,2,-1,0,0,0,0.422477064,0.264758497,0
31,1,0,1,1,23,5,1,-1,0,1,1,0.351834862,0.801431127,0
46,2,0,0,0,23,5,3,-1,0,1,1,0.296559633,0.445438283,0
29,1,0,1,0,23,5,1,-1,0,1,1,0.442201835,0.286225403,0
33,2,0,1,0,23,5,4,-1,0,0,0,0.528669725,0.205724508,0
49,2,0,1,0,23,5,3,-1,0,1,3,0.445642202,0.518783542,0
37,0,0,1,0,23,5,2,-1,0,4,0,0.412614679,0.250447227,0
47,2,0,1,0,23,5,4,-1,0,4,0,0.445412844,0.1019678,0
39,0,0,1,1,23,5,1,-1,0,3,0,0.972247706,1,0
32,1,0,1,0,23,5,3,-1,0,0,0,0.358486239,0.193202147,0
55,2,0,1,0,23,5,3,-1,0,2,3,1,0.515205725,0
41,1,0,0,0,23,5,1,-1,0,2,0,0.364678899,1,0
39,2,0,1,0,23,5,2,-1,0,8,0,0.253440367,0.969588551,0
30,2,0,1,0,23,5,2,-1,0,2,0,0.357798165,0.967799642,0
31,1,0,1,1,23,5,2,-1,0,0,0,0.339908257,0.354203936,0
30,2,0,1,1,23,5,1,-1,0,1,1,0.42706422,0.540250447,0
44,2,0,1,0,23,5,1,-1,0,3,3,0.289220183,0.479427549,0
31,1,0,1,0,23,5,2,-1,0,8,1,0.727293578,0.27549195,0
34,2,0,1,0,23,5,2,-1,0,1,1,0.472018349,0.386404293,0
32,2,0,0,0,23,5,3,-1,0,3,0,0.357798165,0.368515206,0
26,2,0,1,1,23,5,6,-1,0,8,1,0.461926606,0.050089445,0
39,0,0,1,0,23,5,2,-1,0,6,0,0.357798165,0.375670841,0
35,0,0,0,0,23,5,1,-1,0,3,0,0.364678899,0.33273703,0
35,1,0,1,1,23,5,1,-1,0,4,0,0.475,0.844364937,0
32,1,0,1,0,23,5,2,-1,0,3,0,0.386926606,0.338103757,0
32,1,0,1,0,23,5,2,-1,0,4,0,0.802752294,0.384615385,0
30,2,0,1,0,23,5,1,-1,0,4,0,0.333027523,0.386404293,0
43,0,0,1,0,23,5,1,-1,0,3,0,0.413302752,0.311270125,0
29,1,0,1,0,23,5,1,-1,0,0,0,0.589908257,1,0
27,2,0,1,1,23,5,2,-1,0,3,0,0.26766055,0.42039356,0
27,1,0,1,0,23,5,2,-1,0,4,0,0.456422018,0.207513417,0
33,2,0,1,0,23,5,2,-1,0,0,0,0.168577982,0.407871199,0
29,2,0,1,0,23,5,6,-1,0,0,3,0.388761468,0.268336315,0
28,1,0,1,0,23,5,3,-1,0,0,0,0.442431193,0.735241503,0
32,2,0,1,0,23,5,3,-1,0,1,1,0.706880734,0.540250447,0
30,2,0,1,0,23,5,2,-1,0,4,1,0.477752294,0.452593918,0
39,2,0,1,0,23,5,6,-1,0,4,0,0.381651376,0.24686941,0
35,2,0,1,0,23,5,2,-1,0,1,1,0.436009174,1,0
49,2,0,1,0,23,5,6,-1,0,0,2,1,0.881932021,0
32,2,0,1,0,23,5,3,-1,0,1,1,0.740137615,0.617173524,0
35,2,0,1,0,23,5,6,-1,0,0,0,0.456422018,0.262969589,0
37,2,0,1,0,23,5,2,-1,0,0,3,0.496100917,1,0
45,2,0,0,0,23,5,5,-1,0,0,2,0.357798165,1,0
37,2,0,1,0,23,5,6,-1,0,0,2,0.474770642,0.218246869,0
40,2,0,1,0,23,5,2,-1,0,3,0,0.357798165,0.345259392,0
33,2,0,1,1,23,5,4,-1,0,2,1,1,0.613595707,0
36,2,0,1,0,23,5,1,-1,0,3,0,0.398165138,0.198568873,0
42,2,0,1,0,23,5,1,-1,0,0,0,0.389678899,0.296958855,0
30,1,0,1,0,23,5,2,-1,0,1,1,1,0.838998211,0
32,2,0,1,0,23,5,2,-1,0,1,1,0.73646789,0.338103757,0
26,0,0,1,0,23,5,6,-1,0,4,0,0.374770642,0.189624329,0
45,0,0,1,0,23,5,1,-1,0,0,2,0.28646789,1,1
35,1,0,1,0,23,5,1,-1,0,3,0,0.263073394,0.31842576,0
39,0,0,1,0,23,5,2,-1,0,7,0,0.633486239,0.651162791,0
33,2,0,1,0,23,5,5,-1,0,1,1,0.431422018,0.180679785,0
32,2,0,1,0,23,5,4,-1,0,2,0,0.408486239,0.400715564,0
27,1,0,1,0,23,5,1,-1,0,3,1,0.81559633,0.334525939,0
39,0,0,1,0,23,5,4,-1,0,2,0,0.638073394,0.806797853,0
43,2,1,1,1,23,5,2,-1,0,7,0,0.392201835,0.404293381,0
31,1,0,1,0,23,5,2,-1,0,3,1,0.518577982,0.538461538,0
50,2,0,1,1,23,5,1,-1,0,3,0,0.357798165,0.17352415,0
53,2,0,1,0,23,5,1,-1,0,3,0,0.271788991,0.04293381,0
31,1,0,1,0,23,5,2,-1,0,4,0,1,1,0
36,2,0,1,0,23,5,1,-1,0,4,0,0.446559633,0.415026834,0
45,2,0,1,0,23,5,3,-1,0,3,0,0.391972477,1,1
38,2,0,1,0,23,5,3,-1,0,0,2,0.502293578,0.359570662,0
31,1,0,1,0,23,5,2,-1,0,7,1,0.392201835,0.148479428,0
31,1,0,1,1,23,5,2,-1,0,0,0,0.669266055,0.606440072,0
36,2,0,1,0,23,5,5,-1,0,3,0,0.498623853,0.023255814,0
40,2,0,1,1,23,5,1,-1,0,4,0,0.309174312,0.096601073,0
30,2,0,1,0,23,5,3,-1,0,2,0,0.493119266,0.432915921,0
35,2,0,1,0,23,5,4,-1,0,1,1,0.359633028,0.098389982,0
42,0,0,1,1,23,5,1,-1,0,3,0,0.515366972,0.409660107,0
45,2,0,1,1,23,5,1,-1,0,0,0,0.371788991,0.372093023,0
41,2,0,1,1,23,5,1,-1,0,2,1,0.309633028,0.375670841,0
33,2,0,1,0,23,5,2,-1,0,0,0,0.711238532,0.756708408,0
32,1,0,1,0,23,5,2,-1,0,0,0,0.66559633,0.194991055,0
32,1,0,1,0,23,5,2,-1,0,6,0,0.358715596,0.416815742,0
30,1,0,1,0,23,5,3,-1,0,1,1,0.472706422,0.373881932,0
34,1,0,1,0,23,5,4,-1,0,0,0,0.387155963,0.203935599,0
33,2,0,1,0,23,5,3,-1,0,0,0,0.693577982,1,1
30,1,0,1,0,23,5,2,-1,0,1,1,0.359174312,0.490161002,0
34,1,1,1,0,23,5,2,-1,0,0,0,0.273165138,0.631484794,0
38,1,0,1,0,23,5,3,-1,0,0,2,0.673165138,0.148479428,0
36,0,0,0,0,23,5,2,-1,0,2,1,0.357798165,0.964221825,0
34,2,0,1,0,23,5,2,-1,0,2,3,1,0.220035778,0
24,1,0,1,0,23,5,2,-1,0,0,0,0.292201835,0.584973166,0
30,1,0,1,0,23,5,4,-1,0,6,1,0.415825688,0.298747764,0
34,2,0,1,0,23,5,6,-1,0,0,2,0.393807339,0.035778175,0
39,2,0,1,0,23,5,2,-1,0,4,2,0.805275229,0.372093023,0
36,1,0,1,0,23,5,2,-1,0,0,2,1,0.209302326,0
33,2,0,1,0,23,5,2,-1,0,0,0,0.617889908,0.543828265,0
31,1,0,1,0,23,5,6,-1,0,2,1,0.455504587,0.146690519,0
43,1,0,1,1,23,5,1,-1,0,3,0,0.244266055,0.234347048,0
34,2,0,1,0,23,5,6,-1,0,3,0,0.598394495,0.044722719,0
33,2,0,1,0,23,5,4,-1,0,0,0,0.463990826,0.135957066,0
33,0,0,1,0,23,5,2,-1,0,0,0,1,1,1
53,2,0,1,1,23,5,1,-1,0,6,0,0.358027523,0.31842576,0
54,2,0,1,0,23,5,1,-1,0,0,2,0.302981651,0.051878354,0
31,1,0,1,0,23,5,2,-1,0,7,1,0.665137615,0.355992844,0
46,0,0,1,0,23,5,1,-1,0,2,0,0.534862385,0.872987478,0
54,2,0,0,0,23,5,1,-1,0,0,0,0.213302752,0.309481216,0
37,2,0,1,1,23,5,1,-1,0,2,0,0.474082569,0.280858676,0
32,2,0,1,0,23,5,3,-1,0,0,0,0.526605505,1,0
40,2,0,1,1,23,5,1,-1,0,0,0,0.448394495,0.502683363,0
60,2,0,0,0,23,5,2,-1,0,4,0,0.347247706,0.236135957,0
33,1,0,1,0,23,5,3,-1,0,1,1,0.953899083,0.586762075,0
35,2,0,0,0,23,5,1,-1,0,0,0,0.25206422,0.606440072,0
33,2,0,0,0,23,5,3,-1,0,0,0,0.357798165,0.37745975,0
39,2,0,1,0,23,5,3,-1,0,2,0,1,0.286225403,0
58,2,0,1,0,23,5,6,-1,0,5,2,0.357798165,0.24686941,0
43,2,0,1,1,23,5,1,-1,0,0,0,0.325458716,0.228980322,0
38,2,0,1,1,23,5,2,-1,0,0,0,0.478440367,0.989266547,0
49,2,0,1,0,23,5,1,-1,0,0,2,0.363073394,0.441860465,0
35,2,0,1,0,23,5,3,-1,0,1,0,0.550229358,0.089445438,0
53,2,0,1,0,23,5,2,-1,0,0,2,0.024082569,0.302325581,0
40,1,1,1,0,23,5,1,-1,0,4,0,0.287614679,0.452593918,0
36,2,0,1,0,23,5,4,-1,0,0,2,0.508027523,0.273703041,0
42,1,0,1,0,23,5,6,-1,0,3,1,1,0.66726297,0
36,1,0,1,0,23,5,2,-1,0,1,1,0.558715596,0.431127013,0
35,2,0,1,0,23,5,4,-1,0,0,0,0.393119266,0.37745975,0
33,2,0,1,1,23,5,4,-1,0,1,0,0.373165138,0.56529517,0
37,2,0,1,0,23,5,2,-1,0,1,1,1,0.881932021,0
44,0,0,0,0,23,5,6,-1,0,1,1,1,1,1
35,2,0,1,1,23,5,2,-1,0,2,0,0.357798165,0.191413238,0
36,2,0,1,1,23,5,6,-1,0,4,0,0.746330275,0.293381038,0
31,2,0,1,0,23,5,2,-1,0,6,2,0.60412844,1,0
40,2,0,1,0,23,5,3,-1,0,0,2,0.421559633,1,1
38,2,0,1,0,23,5,3,-1,0,0,0,0.610550459,0.284436494,0
46,2,0,1,0,23,5,3,-1,0,0,0,0.357798165,0.307692308,0
29,1,0,1,0,23,5,2,-1,0,1,1,0.357798165,0.592128801,0
33,2,0,1,1,23,5,3,-1,0,0,0,0.278440367,0.051878354,0
32,2,0,0,0,23,5,2,-1,0,2,1,0.452981651,0.135957066,0
48,0,0,0,1,23,5,3,-1,0,1,1,0.552981651,1,0
32,2,0,1,0,23,5,3,-1,0,2,0,0.643807339,0.27549195,0
35,1,0,1,0,23,5,4,-1,0,3,0,0.378669725,0.330948122,0
32,2,0,0,0,23,5,3,-1,0,3,1,0.560091743,1,0
42,2,0,1,0,23,5,2,-1,0,0,0,0.395642202,0.595706619,0
32,2,0,1,0,23,5,6,-1,0,1,1,0.70206422,0.125223614,0
35,1,0,0,0,23,5,4,-1,0,2,1,0.708486239,0.169946333,0
39,2,0,1,0,23,5,3,-1,0,0,0,0.425,0.286225403,0
30,1,0,1,1,23,5,3,-1,0,2,0,0.718348624,0.373881932,0
30,1,0,1,0,23,5,3,-1,0,10,1,0.20206422,0.665474061,0
32,2,0,1,0,23,5,3,-1,0,3,0,0.471788991,0.164579606,0
28,1,0,1,0,23,5,2,-1,0,0,0,0.288302752,0.495527728,0
30,2,0,1,0,23,5,2,-1,0,0,2,1,0.31842576,0
44,1,0,1,0,23,5,6,-1,0,0,2,0.380045872,0.169946333,0
34,2,0,1,1,23,5,4,-1,0,4,0,0.373853211,0.24686941,0
38,2,0,0,0,23,5,2,-1,0,3,0,0.779587156,0.112701252,0
27,1,0,1,0,23,5,6,-1,0,3,0,0.7,0.119856887,0
31,1,0,1,0,23,5,3,-1,0,1,1,0.439678899,0.137745975,0
37,1,0,1,0,23,5,2,-1,0,3,0,0.401834862,0.18783542,0
45,0,0,1,1,23,5,2,-1,0,3,0,0.558486239,0.52236136,0
33,2,0,1,0,23,5,5,-1,0,1,1,0.357798165,0.1019678,0
39,2,0,0,0,23,5,6,-1,0,3,0,0.291743119,0.270125224,0
32,1,0,0,0,23,5,3,-1,0,3,0,0.720412844,0.592128801,0
31,2,0,1,0,23,5,2,-1,0,0,0,1,1,1
38,1,0,0,0,23,5,3,-1,0,2,0,0.443119266,0.105545617,0
32,2,0,1,0,23,5,2,-1,0,6,1,0.359862385,0.175313059,0
32,2,0,1,0,23,5,4,-1,0,0,0,0.766055046,0.178890877,0
33,2,0,1,0,23,5,2,-1,0,0,2,0.969036697,0.640429338,0
49,2,0,1,0,23,5,6,-1,0,0,0,0.400917431,0.323792487,0
32,2,0,1,0,23,5,6,-1,0,3,0,0.473853211,0.336314848,0
32,2,0,1,0,23,5,5,-1,0,0,0,0.366513761,0.658318426,0
31,2,0,1,0,23,5,5,-1,0,4,0,0.281880734,0.363148479,0
39,2,0,1,0,23,5,4,-1,0,6,0,0.364908257,0.26118068,0
37,2,0,1,1,23,5,2,-1,0,4,0,0.352981651,0.109123435,0
33,2,0,1,0,23,5,6,-1,0,7,0,0.781422018,0.230769231,0
35,2,0,1,0,23,5,3,-1,0,0,2,0.405504587,0.441860465,0
37,2,0,1,0,23,5,2,-1,0,0,2,0.358944954,0.475849732,0
31,2,0,1,0,23,5,3,-1,0,0,2,0.163302752,1,0
35,2,0,1,0,23,5,3,-1,0,1,1,0.430504587,0.28980322,0
38,2,0,1,0,23,5,3,-1,0,1,1,1,0.134168157,0
31,2,0,1,0,23,5,4,-1,0,0,0,0.469954128,0.364937388,0
30,1,1,1,0,23,5,3,-1,0,0,0,0.358715596,0.150268336,0
31,2,0,1,0,23,5,4,-1,0,0,0,0.502522936,0.443649374,0
44,2,0,1,0,23,5,2,-1,0,3,0,0.357798165,0.146690519,0
51,2,0,0,1,23,5,2,-1,0,3,0,0.358486239,0.46332737,0
31,1,0,1,0,23,5,3,-1,0,0,1,0.861697248,0.26118068,0
35,0,0,1,0,23,5,2,-1,0,1,1,0.398623853,1,0
34,2,0,1,0,23,5,4,-1,0,0,2,0.439908257,0.178890877,0
32,2,0,1,0,23,5,2,-1,0,0,0,1,0.62254025,0
31,2,0,1,0,23,5,6,-1,0,4,0,0.428669725,0.26118068,0
34,2,0,1,1,23,5,2,-1,0,0,3,0.447477064,0.060822898,0
32,2,0,1,0,23,5,3,-1,0,0,2,0.794266055,0.531305903,0
50,2,0,1,0,23,5,2,-1,0,7,1,0.725917431,0.039355993,0
36,2,0,1,0,23,5,3,-1,0,0,0,0.390137615,0.189624329,0
58,2,0,1,0,23,5,2,-1,0,5,0,0.310779817,0.452593918,0
30,2,0,1,0,23,5,4,-1,0,0,0,0.850917431,0.831842576,0
36,2,0,1,0,23,5,3,-1,0,0,2,0.383256881,0.291592129,0
31,2,0,1,1,23,5,5,-1,0,8,0,0.37087156,0.186046512,0
37,1,0,1,0,23,5,4,-1,0,2,1,0.558715596,0.381037567,0
33,2,1,0,0,23,5,4,-1,0,0,0,0.358256881,0.132379249,0
31,2,0,1,0,23,5,4,-1,0,0,3,0.275917431,0.438282648,0
37,2,0,1,0,23,5,5,-1,0,0,0,1,0.450805009,0
37,2,0,0,0,23,5,3,-1,0,7,1,0.357798165,0.211091234,0
40,2,0,1,0,23,5,6,-1,0,2,0,1,0.26118068,0
58,2,0,1,0,23,5,4,-1,0,0,3,1,0.567084079,0
46,2,0,1,0,23,5,6,-1,0,0,0,1,0.166368515,0
32,2,0,1,0,23,5,5,-1,0,0,0,0.477752294,0.207513417,0
26,1,1,1,0,23,5,2,-1,0,2,0,0.239449541,0.690518784,0
49,2,0,1,1,23,5,6,-1,0,6,0,0.78853211,0.506261181,0
30,1,0,1,0,23,5,4,-1,0,3,1,0.415825688,0.26118068,0
33,0,0,0,0,23,5,4,-1,0,1,1,0.465825688,0.384615385,0
44,2,0,1,0,23,5,3,-1,0,0,2,0.285550459,0.161001789,0
34,2,0,1,0,23,5,3,-1,0,1,0,0.412844037,0.465116279,0
31,2,0,1,0,23,5,2,-1,0,3,0,0.609633028,0.763864043,0
26,1,0,1,0,23,5,3,-1,0,2,0,0.30940367,0.293381038,0
31,1,0,1,0,23,5,5,-1,0,1,1,1,1,0
29,1,0,1,0,23,5,6,-1,0,4,0,0.588990826,0.762075134,0
36,2,0,1,0,23,5,4,-1,0,3,0,0.395642202,0.815742397,0
52,2,0,1,1,23,5,6,-1,0,0,0,1,0.071556351,0
31,2,0,1,0,23,5,6,-1,0,0,3,0.378899083,0.175313059,0
53,2,0,1,0,23,5,6,-1,0,3,0,1,0.048300537,0
35,2,0,1,0,23,5,4,-1,0,0,0,0.357798165,0.178890877,0
46,2,0,1,0,23,5,6,-1,0,3,0,0.325,1,0
39,2,0,1,1,23,5,2,-1,0,1,1,0.481651376,1,0
31,2,0,1,1,23,5,3,-1,0,0,0,0.700688073,0.284436494,0
38,2,0,1,0,23,5,2,-1,0,3,0,0.357798165,0.631484794,0
53,2,0,1,0,23,5,6,-1,0,0,2,1,0.592128801,0
27,2,0,1,0,23,5,5,-1,0,3,0,0.358486239,0.284436494,0
34,2,0,1,0,26,5,3,-1,0,10,1,0.446559633,0.093023256,0
40,2,0,0,0,26,5,3,-1,0,4,2,0.365366972,0.125223614,0
37,2,0,1,0,26,5,3,-1,0,0,0,0.39266055,0.284436494,0
32,2,0,1,1,26,5,2,-1,0,3,0,0.367201835,0.209302326,0
60,0,0,1,0,26,5,6,-1,0,5,0,0.751834862,0.26118068,0
49,2,0,1,0,26,5,1,-1,0,2,3,0.291972477,0.08765653,0
30,1,0,1,0,26,5,5,-1,0,1,1,0.889220183,0.465116279,0
41,0,0,1,0,26,5,3,-1,0,1,0,0.374082569,0.107334526,0
38,1,0,1,0,26,5,1,-1,0,2,0,0.422706422,0.345259392,0
44,2,0,1,0,26,5,2,-1,0,4,0,0.213990826,0.66726297,0
56,0,0,1,0,26,5,1,-1,0,0,2,0.308256881,0.601073345,0
49,0,0,1,0,26,5,2,-1,0,3,2,0.278211009,0.357781753,0
50,2,0,1,1,26,5,1,-1,0,2,1,0.403440367,0.141323792,0
31,1,0,1,1,26,5,2,-1,0,4,0,0.364908257,0.896243292,0
52,0,0,1,0,26,5,1,-1,0,3,0,0.357798165,0.368515206,0
58,2,0,1,0,26,5,1,-1,0,5,0,0.512385321,0.143112701,0
37,2,0,1,1,26,5,1,-1,0,2,0,0.175229358,0.534883721,0
43,2,0,1,1,26,5,1,-1,0,0,0,0.46559633,0.330948122,0
47,2,0,1,1,26,5,1,-1,0,4,0,1,0.370304114,0
53,0,0,1,0,26,5,1,-1,0,3,0,0.272477064,0.186046512,0
32,2,0,1,0,26,5,5,-1,0,0,2,0.62293578,0.330948122,0
37,2,1,1,0,26,5,1,-1,0,2,0,0.154587156,0.400715564,0
42,2,0,0,1,26,5,1,-1,0,2,0,0.301605505,0.112701252,0
33,1,0,1,0,26,5,5,-1,0,8,1,0.393807339,1,0
37,1,0,1,0,26,5,1,-1,0,4,0,0.474770642,0.576028623,0
40,0,0,0,1,26,5,1,-1,0,0,0,0.260091743,0.438282648,0
34,2,0,1,0,26,5,1,-1,0,0,0,0.257798165,0.567084079,0
41,0,0,1,0,26,5,1,-1,0,0,2,0.431192661,0.914132379,0
59,2,0,0,1,26,5,1,-1,0,5,0,0.357798165,0.277280859,0
30,2,0,1,0,26,5,2,-1,0,2,1,0.481880734,0.740608229,1
32,2,0,0,0,26,5,6,-1,0,2,0,0.664449541,0.658318426,0
42,0,0,1,0,26,5,1,-1,0,2,0,0.293577982,0.461538462,0
36,2,0,1,0,26,5,1,-1,0,4,0,0.414449541,0.441860465,0
44,2,0,1,1,26,5,1,-1,0,2,2,0.041513761,0.250447227,0
49,2,0,1,1,26,5,1,-1,0,0,2,0.445642202,0.055456172,0
56,2,0,1,1,26,5,1,-1,0,0,2,0.338302752,0.211091234,0
43,1,0,1,0,26,5,3,-1,0,7,1,0.357798165,0.254025045,0
50,2,0,1,1,26,5,3,-1,0,4,0,0.514449541,0.230769231,0
58,2,0,1,1,26,5,2,-1,0,5,0,0.425458716,0.243291592,0
43,2,0,1,1,26,5,2,-1,0,4,0,0.582110092,0.146690519,0
33,2,0,1,0,26,5,4,-1,0,3,0,0.381880734,0.218246869,0
34,2,0,1,0,26,5,2,-1,0,0,2,0.473165138,0.214669052,0
36,2,0,1,0,26,5,2,-1,0,2,0,0.355963303,0.322003578,0
59,2,0,1,0,26,5,1,-1,0,3,0,0.266972477,0.364937388,0
46,0,0,1,0,26,5,1,-1,0,3,0,0.253669725,0.214669052,0
51,0,0,1,0,26,5,1,-1,0,0,2,0.270642202,0.323792487,0
35,2,0,1,0,26,5,6,-1,0,0,0,0.609633028,0.033989267,0
37,1,0,1,0,26,5,1,-1,0,3,0,0.393348624,0.822898032,0
44,2,0,1,1,26,5,1,-1,0,0,0,0.345412844,0.781753131,0
48,0,0,1,0,26,5,2,-1,0,3,0,0.412385321,0.135957066,0
44,0,0,1,0,26,5,1,-1,0,2,0,0.382110092,0.169946333,0
30,2,0,1,0,26,5,1,-1,0,0,0,0.357798165,0.053667263,0
35,0,0,0,0,26,5,5,-1,0,11,2,1,0.754919499,0
42,1,0,1,0,26,5,1,-1,0,3,3,0.326146789,0.194991055,0
46,2,0,1,0,26,5,2,-1,0,0,0,0.75412844,0.089445438,0
50,1,0,1,0,26,5,2,-1,0,3,0,0.73646789,0.073345259,0
37,2,0,1,0,26,5,1,-1,0,4,2,0.357798165,1,0
56,2,0,0,0,26,5,2,-1,0,2,0,0.463990826,0.234347048,0
54,2,0,1,0,26,5,1,-1,0,0,3,0.275,0.40608229,0
33,1,0,1,0,26,5,1,-1,0,4,0,0.351605505,0.295169946,0
36,2,0,0,0,26,5,1,-1,0,3,0,0.357798165,0.143112701,0
39,2,0,1,0,26,5,1,-1,0,0,3,0.357798165,0.84078712,0
35,2,0,1,0,26,5,1,-1,0,0,2,0.302981651,0.502683363,0
25,2,0,1,0,26,5,2,-1,0,6,1,0.628899083,0.252236136,0
37,2,0,1,0,26,5,1,-1,0,0,2,0.357798165,0.04293381,0
44,0,0,1,0,26,5,6,-1,0,2,0,0.647247706,1,1
37,1,0,1,0,26,5,1,-1,0,2,0,0.457568807,0.375670841,0
29,2,0,1,0,26,5,4,-1,0,10,1,0.391972477,0.656529517,0
32,2,0,1,0,26,5,1,-1,0,4,0,0.413073394,0.475849732,0
59,0,0,1,0,26,5,1,-1,0,2,0,0.55940367,0.407871199,0
46,2,0,1,0,26,5,1,-1,0,2,2,0.318577982,0.241502683,0
34,2,0,1,1,26,5,1,-1,0,0,0,0.413073394,0.152057245,0
35,1,0,1,0,26,5,2,-1,0,2,0,0.381422018,0.518783542,0
53,2,0,1,0,26,5,1,-1,0,1,0,0.799311927,0.273703041,0
48,0,0,1,1,26,5,1,-1,0,3,0,0.309174312,0.135957066,0
35,0,0,1,0,26,5,1,-1,0,0,2,0.223165138,0.198568873,0
39,2,0,1,0,26,5,1,-1,0,0,2,0.417201835,0.300536673,0
